Filename,Source_URL,Repository_Name,Generator_Architecture,Duration,Original_SONICS_File,SONICS_ID,SONICS_Split
new_ai_track_067.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02487_udio_0.mp3,2487,test
new_ai_track_068.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02488_udio_0.mp3,2488,test
new_ai_track_069.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02503_udio_0.mp3,2503,test
new_ai_track_070.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02512_udio_0.mp3,2512,test
new_ai_track_071.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02523_udio_0.mp3,2523,test
new_ai_track_072.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02594_udio_0.mp3,2594,test
new_ai_track_073.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02731_udio_0.mp3,2731,test
new_ai_track_074.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02745_udio_0.mp3,2745,test
new_ai_track_075.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02752_udio_0.mp3,2752,test
new_ai_track_076.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02754_udio_0.mp3,2754,test
new_ai_track_077.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02896_udio_0.mp3,2896,test
new_ai_track_078.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02952_udio_0.mp3,2952,test
new_ai_track_079.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02956_udio_0.mp3,2956,test
new_ai_track_080.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02962_udio_0.mp3,2962,test
new_ai_track_081.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02965_udio_0.mp3,2965,test
new_ai_track_082.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_03078_udio_0.mp3,3078,test
new_ai_track_083.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_03101_udio_0.mp3,3101,test
new_ai_track_084.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_03113_udio_0.mp3,3113,test
new_ai_track_085.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_03140_udio_0.mp3,3140,test
new_ai_track_086.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_03168_udio_0.mp3,3168,test
new_ai_track_087.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_03183_udio_0.mp3,3183,test
new_ai_track_088.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_03220_udio_0.mp3,3220,test
new_ai_track_089.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_03222_udio_0.mp3,3222,test
new_ai_track_090.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_03244_udio_0.mp3,3244,test
new_ai_track_091.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_03298_udio_0.mp3,3298,test
new_ai_track_092.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_03329_udio_0.mp3,3329,test
new_ai_track_093.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_03377_udio_0.mp3,3377,test
new_ai_track_094.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_03493_udio_0.mp3,3493,test
new_ai_track_095.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_03501_udio_0.mp3,3501,test
new_ai_track_096.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_03502_udio_0.mp3,3502,test
new_ai_track_097.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_03509_udio_0.mp3,3509,test
new_ai_track_098.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_03615_udio_0.mp3,3615,test
new_ai_track_099.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_03730_udio_0.mp3,3730,test
new_ai_track_100.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_03775_udio_0.mp3,3775,test
