Filename,Directory,Temporal_Class,Ground_Truth_Label,Lcrosvila_Prediction,Lcrosvila_Confidence_AI,Lcrosvila_Confidence_Human,Mippia_Prediction,Mippia_Confidence_AI,Mippia_Confidence_Human
human_track_038.mp3,human_tracks_10s,10s,Human,Human,0.001,0.999,Human,0.011,0.989
human_track_039.mp3,human_tracks_10s,10s,Human,Human,0.015,0.985,Human,0.011,0.989
human_track_040.mp3,human_tracks_10s,10s,Human,Human,0.009,0.991,Human,0.011,0.989
human_track_041.mp3,human_tracks_10s,10s,Human,Human,0.001,0.999,Human,0.011,0.989
human_track_042.mp3,human_tracks_10s,10s,Human,Human,0.01,0.99,Human,0.011,0.989
human_track_043.mp3,human_tracks_10s,10s,Human,Human,0.099,0.901,Human,0.011,0.989
human_track_044.mp3,human_tracks_10s,10s,Human,Human,0.002,0.998,Human,0.011,0.989
human_track_045.mp3,human_tracks_10s,10s,Human,Human,0.002,0.998,AI,0.988,0.012
human_track_046.mp3,human_tracks_10s,10s,Human,Human,0.04,0.96,Human,0.011,0.989
human_track_047.mp3,human_tracks_10s,10s,Human,Human,0.205,0.795,Human,0.011,0.989
human_track_048.mp3,human_tracks_10s,10s,Human,Human,0.005,0.995,Human,0.011,0.989
human_track_049.mp3,human_tracks_10s,10s,Human,Human,0.002,0.998,Human,0.011,0.989
human_track_050.mp3,human_tracks_10s,10s,Human,Human,0.004,0.996,Human,0.011,0.989
human_track_051.mp3,human_tracks_10s,10s,Human,Human,0.056,0.944,Human,0.011,0.989
human_track_052.mp3,human_tracks_10s,10s,Human,Human,0.001,0.999,Human,0.011,0.989
human_track_053.mp3,human_tracks_10s,10s,Human,Human,0.119,0.881,Human,0.011,0.989
human_track_054.mp3,human_tracks_10s,10s,Human,Human,0.001,0.999,Human,0.011,0.989
human_track_055.mp3,human_tracks_10s,10s,Human,Human,0.0,1.0,Human,0.011,0.989
human_track_056.mp3,human_tracks_10s,10s,Human,Human,0.282,0.718,Human,0.011,0.989
human_track_057.mp3,human_tracks_10s,10s,Human,Human,0.005,0.995,Human,0.011,0.989
human_track_058.mp3,human_tracks_10s,10s,Human,Human,0.001,0.999,Human,0.011,0.989
human_track_059.mp3,human_tracks_10s,10s,Human,Human,0.005,0.995,AI,0.795,0.205
human_track_060.mp3,human_tracks_10s,10s,Human,Human,0.002,0.998,Human,0.204,0.796
human_track_061.mp3,human_tracks_10s,10s,Human,Human,0.005,0.995,Human,0.011,0.989
human_track_062.mp3,human_tracks_10s,10s,Human,Human,0.055,0.945,Human,0.011,0.989
human_track_063.mp3,human_tracks_10s,10s,Human,Human,0.008,0.992,Human,0.011,0.989
human_track_064.mp3,human_tracks_10s,10s,Human,Human,0.018,0.982,Human,0.011,0.989
human_track_065.mp3,human_tracks_10s,10s,Human,Human,0.043,0.957,Human,0.011,0.989
human_track_066.mp3,human_tracks_10s,10s,Human,Human,0.009,0.991,Human,0.011,0.989
human_track_067.mp3,human_tracks_10s,10s,Human,Human,0.004,0.996,Human,0.011,0.989
human_track_068.mp3,human_tracks_10s,10s,Human,Human,0.005,0.995,Human,0.011,0.989
human_track_069.mp3,human_tracks_10s,10s,Human,Human,0.006,0.994,Human,0.011,0.989
human_track_070.mp3,human_tracks_10s,10s,Human,Human,0.002,0.998,Human,0.011,0.989
human_track_071.mp3,human_tracks_10s,10s,Human,Human,0.104,0.896,Human,0.011,0.989
human_track_072.mp3,human_tracks_10s,10s,Human,Human,0.006,0.994,Human,0.011,0.989
human_track_073.mp3,human_tracks_10s,10s,Human,Human,0.001,0.999,Human,0.011,0.989
human_track_074.mp3,human_tracks_10s,10s,Human,Human,0.001,0.999,Human,0.011,0.989
human_track_075.mp3,human_tracks_10s,10s,Human,AI,0.931,0.069,Human,0.011,0.989
human_track_076.mp3,human_tracks_10s,10s,Human,Human,0.005,0.995,Human,0.011,0.989
human_track_077.mp3,human_tracks_10s,10s,Human,Human,0.043,0.957,Human,0.011,0.989
human_track_078.mp3,human_tracks_10s,10s,Human,Human,0.009,0.991,Human,0.011,0.989
human_track_079.mp3,human_tracks_10s,10s,Human,Human,0.001,0.999,Human,0.011,0.989
human_track_080.mp3,human_tracks_10s,10s,Human,Human,0.002,0.998,Human,0.011,0.989
human_track_081.mp3,human_tracks_10s,10s,Human,Human,0.002,0.998,Human,0.011,0.989
human_track_082.mp3,human_tracks_10s,10s,Human,Human,0.009,0.991,Human,0.011,0.989
human_track_083.mp3,human_tracks_10s,10s,Human,Human,0.004,0.996,Human,0.011,0.989
human_track_084.mp3,human_tracks_10s,10s,Human,Human,0.002,0.998,Human,0.011,0.989
human_track_085.mp3,human_tracks_10s,10s,Human,AI,0.949,0.051,Human,0.011,0.989
human_track_086.mp3,human_tracks_10s,10s,Human,Human,0.074,0.926,Human,0.011,0.989
human_track_087.mp3,human_tracks_10s,10s,Human,Human,0.004,0.996,Human,0.011,0.989
human_track_088.mp3,human_tracks_10s,10s,Human,Human,0.065,0.935,Human,0.011,0.989
human_track_089.mp3,human_tracks_10s,10s,Human,Human,0.0,1.0,Human,0.013,0.987
human_track_090.mp3,human_tracks_10s,10s,Human,Human,0.018,0.982,Human,0.011,0.989
human_track_091.mp3,human_tracks_10s,10s,Human,Human,0.047,0.953,Human,0.011,0.989
human_track_092.mp3,human_tracks_10s,10s,Human,Human,0.025,0.975,Human,0.011,0.989
human_track_093.mp3,human_tracks_10s,10s,Human,Human,0.014,0.986,Human,0.011,0.989
human_track_094.mp3,human_tracks_10s,10s,Human,Human,0.001,0.999,Human,0.011,0.989
human_track_095.mp3,human_tracks_10s,10s,Human,Human,0.01,0.99,Human,0.011,0.989
human_track_096.m4a,human_tracks_10s,10s,Human,Human,0.003,0.997,AI,0.54,0.46
human_track_097.m4a,human_tracks_10s,10s,Human,Human,0.003,0.997,AI,0.54,0.46
human_track_098.m4a,human_tracks_10s,10s,Human,Human,0.003,0.997,AI,0.54,0.46
human_track_099.m4a,human_tracks_10s,10s,Human,Human,0.029,0.971,AI,0.54,0.46
human_track_100.m4a,human_tracks_10s,10s,Human,Human,0.005,0.995,AI,0.54,0.46
new_ai_track_001.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_002.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_003.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.867,0.133
new_ai_track_004.mp3,ai_tracks_120s,120s,AI,AI,0.997,0.003,AI,0.989,0.011
new_ai_track_005.mp3,ai_tracks_120s,120s,AI,AI,0.993,0.007,AI,0.629,0.371
new_ai_track_006.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_007.mp3,ai_tracks_120s,120s,AI,AI,0.995,0.005,AI,0.989,0.011
new_ai_track_008.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_009.mp3,ai_tracks_120s,120s,AI,AI,0.989,0.011,AI,0.989,0.011
new_ai_track_010.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_011.mp3,ai_tracks_120s,120s,AI,AI,0.997,0.003,AI,0.989,0.011
new_ai_track_012.mp3,ai_tracks_120s,120s,AI,AI,0.996,0.004,AI,0.989,0.011
new_ai_track_013.mp3,ai_tracks_120s,120s,AI,AI,0.996,0.004,AI,0.989,0.011
new_ai_track_014.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_015.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_016.mp3,ai_tracks_120s,120s,AI,AI,0.984,0.016,AI,0.989,0.011
new_ai_track_017.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_018.mp3,ai_tracks_120s,120s,AI,AI,0.997,0.003,AI,0.989,0.011
new_ai_track_019.mp3,ai_tracks_120s,120s,AI,AI,0.99,0.01,AI,0.989,0.011
new_ai_track_020.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_021.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.982,0.018
new_ai_track_022.mp3,ai_tracks_120s,120s,AI,AI,0.996,0.004,AI,0.989,0.011
new_ai_track_023.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_024.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_025.mp3,ai_tracks_120s,120s,AI,AI,0.986,0.014,AI,0.989,0.011
new_ai_track_026.mp3,ai_tracks_120s,120s,AI,AI,0.997,0.003,AI,0.989,0.011
new_ai_track_027.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_028.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_029.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_030.mp3,ai_tracks_120s,120s,AI,AI,0.997,0.003,AI,0.989,0.011
new_ai_track_031.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_032.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_033.mp3,ai_tracks_120s,120s,AI,AI,0.982,0.018,AI,0.989,0.011
new_ai_track_034.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_035.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_036.mp3,ai_tracks_120s,120s,AI,AI,0.984,0.016,AI,0.989,0.011
new_ai_track_037.mp3,ai_tracks_120s,120s,AI,AI,0.989,0.011,AI,0.989,0.011
new_ai_track_038.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_039.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_040.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_041.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_042.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_043.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_044.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_045.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_046.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_047.mp3,ai_tracks_120s,120s,AI,AI,0.931,0.069,AI,0.989,0.011
new_ai_track_048.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_049.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_050.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_051.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_052.mp3,ai_tracks_120s,120s,AI,AI,0.997,0.003,AI,0.989,0.011
new_ai_track_053.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_054.mp3,ai_tracks_120s,120s,AI,AI,0.997,0.003,AI,0.989,0.011
new_ai_track_055.mp3,ai_tracks_120s,120s,AI,AI,0.943,0.057,AI,0.989,0.011
new_ai_track_056.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_057.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_058.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_059.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_060.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_061.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_062.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_063.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_064.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.612,0.388
new_ai_track_065.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_066.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_067.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_068.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_069.mp3,ai_tracks_120s,120s,AI,AI,0.993,0.007,AI,0.989,0.011
new_ai_track_070.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_071.mp3,ai_tracks_120s,120s,AI,AI,0.997,0.003,AI,0.989,0.011
new_ai_track_072.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_073.mp3,ai_tracks_120s,120s,AI,AI,0.916,0.084,AI,0.989,0.011
new_ai_track_074.mp3,ai_tracks_120s,120s,AI,AI,0.997,0.003,AI,0.989,0.011
new_ai_track_075.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_076.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_077.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_078.mp3,ai_tracks_120s,120s,AI,AI,0.955,0.045,AI,0.843,0.157
new_ai_track_079.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_080.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_081.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_082.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_083.mp3,ai_tracks_120s,120s,AI,AI,0.995,0.005,AI,0.989,0.011
new_ai_track_084.mp3,ai_tracks_120s,120s,AI,AI,0.991,0.009,AI,0.989,0.011
new_ai_track_085.mp3,ai_tracks_120s,120s,AI,AI,0.997,0.003,AI,0.989,0.011
